Cluster,RAh,RAm,RAs,DE-,DEd,DEm,DEs,Class,Diam,Dist,E(B-V),Age,pmRA,e_pmRA,pmDE,e_pmDE,Nc,r_pmRA,RV,e_RV,o_RV,r_RV,[Fe/H],e_[Fe/H],o_[Fe/H],TrType
NGC 6883,20,11,19,+,35,49,54,,35.0,1380,0.3,,-2.89,0.55,-6.53,0.6,1,BDW,-8.18,3.58,5,D14,,,0,4-2-m-n
Collinder 416,20,11,35,+,26,32,4,,8.0,0,,,-4.2,0.08,-5.25,0.1,168,D14,-17.67,10.0,4,D14,,,0,
Ruprecht 172,20,11,36,+,35,36,18,,15.0,1100,0.2,8.91,-2.55,0.07,-4.58,0.09,954,D14,,,0,,,,0,3-2-p-n
NGC 6882,20,11,47,+,26,48,42,,5.0,432,0.062,8.2,1.6,0.29,-9.8,0.29,3,BDW,-17.8,0.13,2,MMU,-0.02,0.01,2,
Berkeley 51,20,11,54,+,34,24,6,,2.0,1300,1.6,9.05,-1.15,0.28,-1.37,0.28,101,K14,,,0,,,,0,1-1-p-n
AH03 J2011+26.7,20,11,57,+,26,44,8,,4.5,2567,0.9,7.35,0.29,0.02,-2.56,1.02,32,D14,,,0,,,,0,
NGC 6885,20,12,1,+,26,28,42,,20.0,597,0.08,9.16,-3.3,0.09,-5.14,0.09,689,D14,-1.5,0.87,6,FM09,,,0,
Kronberger 72,20,12,19,+,37,53,27,,2.0,1055,0.55,8.7,-2.99,0.56,-0.08,0.56,53,K14,,,0,,,,0,
FSR 0178,20,13,8,+,29,7,24,IR,6.0,3700,1.34,9.18,-0.89,0.48,-4.21,0.23,58,D14,,,0,,,,0,
Kronberger 73,20,13,47,+,36,44,55,,1.2,1695,0.97,8.6,-0.93,0.09,0.54,0.75,29,D14,,,0,,,,0,
Berkeley 52,20,14,30,+,28,56,48,,3.0,4900,1.5,9.3,-16.46,1.4,6.37,0.41,5,D14,,,0,,,,0,1-1-m-*
FSR 0219,20,15,0,+,41,10,46,IR,2.1,884,0.833,6.5,-2.85,0.47,-3.97,0.47,73,K14,,,0,,,,0,
Patchick 75,20,15,2,+,33,55,43,,1.5,1442,0.73,8.95,-1.5,0.02,-8.62,1.87,17,D14,,,0,,,,0,
Dolidze 3,20,15,29,+,36,51,47,,15.0,1032,0.562,8.29,-1.42,0.1,-4.13,0.11,532,D14,,,0,,,,0,3-2-m-n
IC 4996,20,16,31,+,37,39,19,,2.2,2398,0.71,6.87,-0.53,0.69,-4.34,0.69,15,TYC,-13.0,3.0,0,RGDZ,,,0,
Alessi Teutsch 11,20,16,32,+,52,4,30,,26.4,550,0.08,8.15,-0.06,0.1,-1.46,0.12,1015,D14,,,0,,,,0,
FSR 0195,20,16,51,+,33,37,36,IR,3.6,2331,1.437,9.345,4.5,0.06,-2.72,0.06,13,D14,,,0,,,,0,
vdBergh 130,20,17,42,+,39,21,0,,6.0,1589,0.916,7.4,-3.61,0.47,-4.58,0.48,50,D14,,,0,,,,0,2-2-p-n
Feibelman 1,20,17,47,+,38,2,0,,5.0,1457,2.124,6.7,-2.35,0.1,-2.24,0.23,121,D14,-8.9,0.74,1,D14,,,0,
Dolidze 4,20,17,56,+,36,42,19,d,8.7,0,,,-1.62,0.78,-3.08,0.9,107,D14,,,0,,,,0,4-1-p-n
Dolidze 40,20,17,56,+,37,55,59,OC,16.5,2702,1.062,8.4,-0.22,0.12,-0.77,0.14,668,D14,-8.9,0.74,1,D14,,,0,3-1-p-n
Kronberger 74,20,17,57,+,36,45,37,,1.1,1760,0.87,9.0,14.64,0.93,20.68,0.0,11,D14,,,0,,,,0,
Collinder 419,20,18,7,+,40,43,55,,4.0,740,0.34,6.85,-2.15,0.07,-6.28,0.01,51,D14,-8.22,2.79,2,D14,,,0,4-2-p-*
FSR 0232,20,18,14,+,42,37,50,IR,3.1,1546,0.791,8.15,0.81,0.92,-3.47,1.72,22,D14,,,0,,,,0,
Teutsch 124,20,18,21,+,31,12,22,,4.0,840,1.82,9.84,0.34,0.01,-2.77,0.14,45,D14,,,0,,,,0,
Dolidze 41,20,18,49,+,37,45,0,,11.0,0,,,-0.61,0.16,-0.57,0.15,329,D14,-1.0,3.7,2,D14,,,0,4-1-p-*
Berkeley 85,20,18,55,+,37,45,33,,5.0,1760,0.77,9.0,-1.45,0.3,-1.52,0.2,142,D14,,,0,,,,0,3-1-m-*
FSR 0223,20,19,40,+,40,55,40,IR,1.8,2466,1.832,6.55,-2.7,0.5,-4.8,0.5,141,K14,,,0,,,,0,
Dolidze 42,20,19,42,+,38,8,0,,7.0,972,0.571,7.542,-1.14,0.23,-0.53,0.37,136,D14,,,0,,,,0,
FSR 0222,20,20,5,+,40,50,11,IR,1.2,1238,1.666,7.2,2.94,0.04,-5.65,0.04,8,D14,,,0,,,,0,
Dolidze 5,20,20,10,+,39,19,50,d,7.5,969,0.521,8.1,-2.59,0.04,-5.5,0.18,122,D14,-35.0,0.0,1,K14,,,0,3-3-m-n
Berkeley 86,20,20,24,+,38,42,0,v,6.0,1112,0.898,7.116,-4.56,0.01,-5.56,0.01,73,D14,-25.54,2.6,2,FM09,,,0,
Dolidze 6,20,20,32,+,41,21,24,d,7.8,0,,,-0.62,0.63,-4.51,0.91,29,D14,-9.0,10.0,1,D14,,,0,4-2-p-n
Kronberger 58,20,20,48,+,41,12,17,,0.2,1515,1.35,8.2,,,,,0,,,,0,,,,0,
Berkeley 88,20,21,36,+,48,5,0,,2.0,6319,0.88,9.2,-2.49,0.6,-4.02,0.6,12,K14,,,0,,,,0,4-1-p-*
Berkeley 87,20,21,42,+,37,22,0,,10.0,633,1.369,7.152,-1.93,0.26,-3.11,0.29,99,D14,-65.0,84.8,1,D14,,,0,
NGC 6904,20,21,48,+,25,44,24,,8.0,1355,0.39,9.0,-1.01,0.29,-5.88,0.22,232,D14,,,0,,,,0,
Collinder 421,20,23,10,+,41,41,35,,3.6,1050,0.64,8.4,-3.61,0.02,-11.58,0.2,21,D14,,,0,,,,0,3-1-p-n
NGC 6910,20,23,12,+,40,46,42,,10.0,1139,0.971,7.127,-2.46,0.14,-6.02,0.07,156,D14,-31.57,2.05,3,D14,,,0,
Kronberger 57,20,23,57,+,36,36,18,,2.2,1295,1.06,8.2,-2.35,0.69,-2.01,0.69,26,K14,,,0,,,,0,
NGC 6913,20,23,57,+,38,30,30,,10.0,1540,1.03,6.7,-3.21,0.15,-4.56,0.16,131,D14,-16.9,0.6,0,BMTB,,,0,
Majaess 207,20,24,13,+,35,52,21,IR,7.0,0,,,0.8,0.33,-16.49,0.7,70,D14,,,0,,,,0,
Dolidze 8,20,24,23,+,42,16,52,,7.3,1078,1.666,8.855,-12.96,0.2,-4.4,0.83,3,D14,,,0,,,,0,1-2-p-n
Berkeley 89,20,24,36,+,46,3,0,,3.0,2040,1.05,9.05,-1.86,0.5,-3.62,0.01,66,D14,,,0,,,,0,3-1-p-*
FSR 0239,20,24,46,+,42,49,4,IR,4.4,0,,,1.59,0.61,-16.2,1.78,13,D14,,,0,,,,0,
FSR 0224,20,25,21,+,40,13,37,IR,2.0,1427,0.708,9.005,-5.25,0.54,-7.05,0.54,40,K14,,,0,,,,0,
Dolidze 9,20,25,42,+,41,56,0,,5.0,1063,0.833,8.0,4.2,0.78,-11.71,2.01,11,D14,,,0,,,,0,4-2-p-n
Dolidze 10,20,26,18,+,40,7,0,d,3.0,0,,,-0.46,0.03,-4.02,3.34,9,D14,,,0,,,,0,4-1-p-n
Dolidze 11,20,26,30,+,41,27,0,d,5.0,1813,0.645,7.35,-3.05,0.6,-5.87,0.54,48,D14,-14.0,0.0,1,K14,,,0,4-3-p-n
FSR 0210,20,26,37,+,37,16,52,IR,4.3,1087,0.833,8.8,1.46,0.53,-0.33,0.56,29,D14,,,0,,,,0,
ESO 026 02,20,26,38,-,80,0,12,d,8.0,2473,0.104,9.7,0.96,1.1,-4.82,1.07,37,D14,,,0,,,,0,
FSR 0213,20,26,59,+,38,58,32,IR,6.4,1434,0.833,8.715,-0.53,0.71,-3.16,0.37,59,D14,,,0,,,,0,
Teutsch 30,20,27,43,+,36,4,32,,3.2,1600,1.24,6.9,1.34,0.14,-6.55,0.53,35,D14,,,0,,,,0,
Teutsch 28,20,28,19,+,35,6,55,,4.4,3100,1.44,9.95,3.02,0.62,-0.83,1.13,22,D14,,,0,,,,0,
Roslund 6,20,28,49,+,39,19,36,,24.0,450,0.06,8.47,-0.52,0.21,-4.17,0.22,350,D14,,,0,,,,0,4-3-m-n
Dolidze 44,20,29,42,+,41,43,0,,10.0,1499,0.687,8.155,-0.61,0.41,-5.44,0.63,93,D14,,,0,,,,0,4-2-p-n
Wit 4,20,30,35,+,44,18,55,e,,1456,0.885,8.0,-1.14,0.36,-5.44,0.36,217,K14,,,0,,,,0,
NGC 6939,20,31,30,+,60,39,42,v,10.0,1800,0.33,9.2,-2.37,0.09,-5.29,0.08,285,D14,-42.0,10.0,4,TFV,0.0,0.1,0,
FSR 0236,20,32,44,+,41,27,8,IR,3.9,901,1.172,8.2,0.1,0.29,-1.01,0.29,303,K14,,,0,,,,0,
Bica 1,20,33,10,+,41,13,7,,3.0,1800,2.12,6.6,-1.67,0.31,-2.07,0.39,27,D14,,,0,,,,0,
Bica 2,20,33,15,+,41,18,45,,5.0,1800,1.82,6.6,-0.49,0.23,-3.56,0.27,74,D14,-28.0,18.0,1,D14,,,0,
FSR 0260,20,33,40,+,45,38,35,IR,2.2,1318,0.625,8.93,-5.9,0.63,0.68,0.63,63,K14,,,0,,,,0,
Kronberger 59,20,33,50,+,40,8,53,,1.0,780,0.84,8.0,-2.47,0.91,0.01,0.91,12,K14,,,0,,,,0,
NGC 6940,20,34,26,+,28,17,0,,25.0,770,0.214,8.858,-3.4,0.07,-4.47,0.14,877,D14,7.89,0.14,21,MMU,0.013,0.13,6,
NGC 6938,20,34,42,+,22,12,54,,7.2,1250,0.13,9.11,0.55,0.54,-3.55,0.37,105,D14,,,0,,,,0,
FSR 0238,20,34,47,+,41,24,56,IR,3.7,3091,1.707,6.77,-1.03,0.41,-3.55,0.41,78,K14,,,0,,,,0,
FSR 0247,20,34,57,+,42,55,20,IR,0.4,0,,,,,,,0,,,,0,,,,0,
Patchick 103,20,35,8,+,53,18,0,,1.3,2220,0.71,8.9,6.8,1.78,2.35,0.72,7,D14,,,0,,,,0,
Berkeley 90,20,35,18,+,46,50,0,,5.0,2070,1.19,8.05,-2.13,0.32,-0.52,0.37,77,D14,,,0,,,,0,2-1-p-n
FSR 0255,20,35,53,+,44,19,31,IR,0.7,1233,1.666,7.9,-2.17,0.49,-3.66,0.49,98,K14,,,0,,,,0,
Majaess 209,20,37,21,+,47,14,4,IR,2.0,0,,,,,,,0,,,,0,,,,0,
FSR 0245,20,38,5,+,42,13,52,IR,1.2,1186,1.332,8.58,1.98,0.63,0.76,0.63,21,K14,,,0,,,,0,
FSR 0249,20,38,24,+,42,30,3,IR,4.0,1790,1.353,6.1,3.22,1.15,-3.17,1.03,14,D14,,,0,,,,0,
FSR 0251,20,40,14,+,42,58,33,IR,2.7,857,1.041,8.7,-1.77,0.62,-3.28,0.62,117,K14,,,0,,,,0,
FSR 0246,20,40,31,+,42,3,0,IR,3.6,0,,,5.68,1.49,1.21,2.38,8,D14,,,0,,,,0,
NGC 6950,20,41,4,+,16,37,6,,15.0,1070,0.06,9.26,-1.77,0.21,-3.62,0.2,299,D14,,,0,,,,0,
Ruprecht 173,20,41,48,+,35,33,0,d,39.0,1791,0.729,8.8,-3.52,0.07,-5.19,0.06,2387,D14,-7.1,0.74,2,D14,,,0,2-2-p-*
Dolidze 47,20,41,55,+,36,34,37,OC,11.0,2293,0.77,8.4,-2.28,0.17,-3.57,0.19,223,D14,,,0,,,,0,3-2-p-*
FSR 0225,20,42,53,+,37,49,44,IR,3.0,1150,2.165,8.865,-2.23,0.02,-4.19,0.51,27,D14,,,0,,,,0,
Turner 11,20,43,24,+,35,35,18,,8.2,1905,1.13,8.6,-3.58,0.26,-5.41,0.17,127,D14,,,0,,,,0,
Ruprecht 174,20,43,31,+,37,1,27,,9.6,2110,0.32,8.9,-2.73,0.23,-4.49,0.14,249,D14,,,0,,,,0,4-1-p-*
Alessi 12,20,43,48,+,23,47,30,,40.0,537,0.08,8.1,4.33,1.44,-5.35,1.44,28,AMD,-26.0,3.7,1,D14,,,0,4-3-m-*
FSR 0248,20,43,57,+,41,39,27,IR,2.6,0,,,,,,,0,,,,0,,,,0,
FSR 0258,20,44,50,+,43,54,54,IR,1.6,1238,1.666,8.3,21.47,0.5,-23.72,0.06,3,D14,,,0,,,,0,
Ruprecht 175,20,45,12,+,35,30,0,,14.0,4431,0.521,9.0,-2.6,0.14,-4.4,0.1,588,D14,,,0,,,,0,4-2-m-*
FSR 0237,20,45,30,+,39,36,40,IR,2.8,1656,2.811,8.1,-0.94,0.52,-2.95,0.52,73,K14,,,0,,,,0,
FSR 0274,20,49,7,+,47,53,41,IR,1.6,2153,1.041,7.8,-3.18,0.02,5.01,0.33,24,D14,,,0,,,,0,
SAI 137,20,49,53,+,41,15,18,,6.0,1060,0.89,8.7,-3.26,0.09,-8.75,0.02,19,D14,,,0,,,,0,
Dol Dzim 11,20,51,0,+,35,57,0,,3.0,2545,0.42,9.3,-2.22,0.56,-2.6,0.02,44,D14,,,0,,,,0,
Roslund 7,20,52,8,+,37,53,44,d,20.0,700,0.2,8.67,-3.55,0.15,-5.75,0.15,540,D14,-22.0,3.0,1,K07,,,0,4-2-p-*
Barkhatova 1,20,53,42,+,46,2,0,d,20.0,833,0.2,,-2.49,0.06,-2.82,0.04,1049,D14,-1.0,3.7,1,D14,,,0,
FSR 0261,20,53,48,+,43,6,35,IR,2.0,852,1.395,8.275,-1.7,0.3,-3.6,0.3,199,K14,,,0,,,,0,
NGC 6991,20,54,54,+,47,25,0,n,25.0,700,0.0,9.11,-1.5,0.13,1.94,0.12,1218,D14,-21.77,0.91,3,D14,,,0,3-3-p-n
FSR 0284,20,56,28,+,49,22,7,IR,3.6,1887,0.687,8.775,-2.71,0.34,-3.22,0.34,121,K14,,,0,,,,0,
NGC 6997,20,56,30,+,44,39,0,,8.0,741,0.687,8.9,-3.89,0.11,-6.45,0.09,150,D14,,,0,,,,0,
NGC 6996,20,56,30,+,44,38,0,v,14.0,760,0.52,8.54,-2.9,2.3,-8.4,2.3,3,VBC,,,0,,,,0,
Berkeley 53,20,56,36,+,51,5,0,,22.0,3100,1.52,9.09,-3.51,0.12,0.32,0.19,393,D14,,,0,,-0.09,0.06,4,3-2-m-*
FSR 0275,20,56,36,+,46,53,30,IR,3.8,3948,0.833,8.91,-3.52,0.31,-0.98,0.31,160,K14,,,0,,,,0,
FSR 0290,20,59,9,+,50,46,46,IR,4.3,1201,0.802,8.92,-1.41,0.54,2.42,0.83,8,D14,,,0,,,,0,
Collinder 427,21,0,37,+,68,9,35,nf,4.0,0,,,-11.04,2.7,-6.69,2.16,13,D14,,,0,,,,0,4-1-p-n
FSR 0273,21,1,40,+,44,48,51,IR,1.9,2220,0.833,8.745,-5.79,0.34,-0.9,0.34,197,K14,,,0,,,,0,
Teutsch 22,21,1,41,+,44,6,43,,2.0,2700,0.86,8.55,-5.1,0.46,-2.0,0.46,82,K14,,,0,,,,0,
NGC 7011,21,1,49,+,47,21,12,,4.4,1236,1.08,8.6,-5.06,0.44,1.64,0.07,34,D14,,,0,,,,0,
FSR 0282,21,2,18,+,48,7,0,IR,4.3,2533,0.874,9.24,-4.85,0.02,-4.43,0.46,41,D14,,,0,,,,0,
Collinder 428,21,3,12,+,44,35,0,,10.0,1000,0.1,,-3.13,0.16,-1.47,0.09,303,D14,,,0,,,,0,4-1-p-n
Berkeley 54,21,3,12,+,40,28,0,,4.0,2300,0.77,9.6,-1.87,0.16,-5.43,0.02,30,D14,,,0,,,,0,
SAI 141,21,3,47,+,46,58,50,,3.0,4940,0.94,8.6,-5.03,0.65,-2.22,0.49,85,D14,,,0,,,,0,
Teutsch 156,21,3,47,+,47,12,54,,3.0,3930,0.94,8.95,-4.84,0.55,3.03,0.57,44,D14,,,0,,,,0,
FSR 0270,21,4,11,+,44,20,57,IR,1.5,1758,0.854,8.255,-1.47,0.13,-0.74,0.02,41,D14,,,0,,,,0,
NGC 7024,21,6,9,+,41,29,18,,5.0,1760,1.1,8.7,-2.54,0.21,-3.38,0.01,64,D14,,,0,,,,0,
NGC 7031,21,7,12,+,50,52,30,,14.0,900,0.854,8.138,-2.87,0.2,-4.77,0.11,191,D14,0.24,0.2,1,MMU,,,0,
FSR 0288,21,8,8,+,49,0,7,IR,3.1,1734,0.791,8.47,-1.85,0.3,-4.06,0.53,47,D14,,,0,,,,0,
NGC 7036,21,10,2,+,15,31,0,p,4.0,1000,0.1,9.5,1.44,0.62,-5.68,1.01,25,D14,,,0,,,,0,
Basel 12,21,10,30,+,46,14,0,,4.0,1466,0.57,8.5,-2.73,0.14,-1.82,0.26,119,D14,,,0,,,,0,
Dolidze 45,21,10,46,+,37,34,28,OC,16.2,2928,0.521,8.935,-0.12,0.17,-3.08,0.14,458,D14,,,0,,,,0,3-2-m-n
NGC 7039,21,10,48,+,45,37,0,,14.0,951,0.131,7.82,-0.48,0.5,-2.99,0.47,2,BDW,-12.2,0.7,1,D14,,,0,
SAI 143,21,10,51,+,50,18,31,,3.0,6520,1.72,9.25,-3.61,0.78,-6.14,0.02,19,D14,,,0,,,,0,
Berkeley 91,21,10,52,+,48,32,12,,3.0,4100,1.2,9.35,-3.41,0.01,-2.6,0.24,52,D14,,,0,,-0.13,0.04,2,2-1-p-*
NGC 7037,21,10,54,+,33,45,48,,5.0,1760,1.1,8.7,0.77,0.28,-3.53,0.39,80,D14,,,0,,,,0,
Kronberger 80,21,11,50,+,52,22,48,,1.7,1355,1.29,8.85,-3.03,0.63,-3.96,0.63,9,K12,,,0,,,,0,
ASCC 113,21,12,0,+,38,36,0,,56.4,450,0.0,8.14,1.04,0.22,-4.22,0.24,34,K05,,,0,,,,0,
IC 1369,21,12,6,+,47,44,0,,5.0,2083,0.572,8.64,-3.36,0.01,-5.37,0.3,113,D14,,,0,,0.09,0.03,4,
Basel 13,21,12,18,+,46,34,0,,10.0,1236,0.34,8.8,-3.01,0.12,-2.75,0.09,412,D14,,,0,,,,0,
FSR 0302,21,12,20,+,52,31,58,IR,0.6,0,,,,,,,0,,,,0,,,,0,
NGC 7044,21,13,9,+,42,29,42,,6.0,3326,0.66,9.1,-2.18,0.01,-4.97,0.01,168,D14,-50.56,2.18,10,WC09,-0.16,0.09,10,
Majaess 211,21,13,15,+,46,22,9,IR,5.0,0,,,-2.41,0.17,-3.3,0.01,106,D14,,,0,,,,0,
Basel 15,21,15,54,+,48,51,0,,6.0,1355,0.67,8.5,-3.82,0.35,-4.45,0.36,88,D14,,,0,,,,0,
Berkeley 55,21,16,58,+,51,45,32,,4.2,3981,1.85,7.7,-5.93,0.44,-12.57,0.03,21,D14,,,0,,,,0,3-1-m-*
Berkeley 56,21,17,42,+,41,49,36,,2.0,12100,0.4,9.6,-0.56,0.47,-0.07,0.47,31,K14,,,0,,,,0,2-1-m-*
NGC 7055,21,19,30,+,57,34,12,,5.0,1275,1.1,8.9,0.38,0.59,4.3,0.89,32,D14,,,0,,,,0,
Basel 14,21,21,18,+,44,49,0,,5.0,964,0.65,8.3,-1.85,0.52,0.81,0.14,100,D14,,,0,,,,0,
ESO 236 07,21,21,28,-,51,48,42,,30.0,2933,0.042,9.75,3.6,0.59,-4.99,0.47,172,D14,,,0,,,,0,4-3-p-*
Teutsch 144,21,21,45,+,50,37,8,,8.4,2280,0.7,8.9,-3.07,0.21,-6.17,0.27,235,D14,,,0,,,,0,
NGC 7058,21,21,53,+,50,49,6,n,7.0,404,0.079,8.35,-2.74,0.47,-5.21,0.39,157,D14,,,0,,,,0,
FSR 0295,21,22,38,+,49,52,39,IR,3.2,1230,0.799,8.8,-2.61,0.74,-5.73,0.17,37,D14,,,0,,,,0,
NGC 7062,21,23,27,+,46,22,42,,5.0,1910,0.43,8.85,-2.52,3.13,-5.83,2.6,1,BDW,,,0,,0.08,0.05,1,
FSR 0296,21,23,55,+,49,55,19,IR,3.1,2400,0.731,8.938,-0.26,0.54,-9.92,0.45,32,D14,,,0,,,,0,
NGC 7063,21,24,21,+,36,29,12,,9.0,689,0.091,7.977,-1.07,0.21,-2.53,0.05,139,D14,,,0,,,,0,
NGC 7067,21,24,23,+,48,0,36,,6.0,3600,0.75,8.0,-3.69,0.26,-5.6,0.35,116,D14,,,0,,,,0,
FSR 0304,21,24,31,+,51,20,22,IR,8.1,1423,0.729,8.785,-3.74,0.22,-6.97,0.44,88,D14,,,0,,,,0,
Berkeley 92,21,24,47,+,57,32,0,,2.0,8630,0.8,9.5,-2.29,0.57,-1.62,0.57,3,K12,,,0,,-0.38,,0,3-1-p-*
Kronberger 81,21,26,9,+,53,31,58,,3.5,7500,1.801,8.6,0.06,0.02,-1.82,0.31,31,D14,,,0,,,,0,
NGC 7071,21,26,39,+,47,55,12,r,8.0,1684,1.14,8.48,-1.52,0.15,-2.13,0.2,221,D14,,,0,,,,0,4-3-p-*
FSR 0314,21,27,48,+,53,44,57,IR,1.0,1710,1.041,8.14,-2.54,0.33,0.22,0.33,12,K12,,,0,,,,0,
FSR 0306,21,28,22,+,51,38,31,IR,9.0,2328,1.291,7.5,-2.46,0.07,-1.66,0.11,168,D14,,,0,,,,0,
NGC 7082,21,29,17,+,47,7,36,,25.0,1442,0.237,8.233,-1.9,0.08,-2.32,0.07,1571,D14,-9.1,10.0,1,D14,-0.01,0.15,0,
Platais 1,21,30,2,+,48,58,36,,10.0,1268,0.357,8.244,-2.65,0.1,-1.31,0.14,414,D14,-26.73,0.4,3,FM09,,,0,
NGC 7086,21,30,27,+,51,36,0,,12.0,1298,0.807,8.142,0.98,1.56,0.22,1.44,1,BDW,-18.95,0.76,1,MMU,,,0,
NGC 7092,21,31,48,+,48,26,0,,29.0,326,0.013,8.445,-7.9,0.54,-20.1,0.54,14,TYC,-5.26,0.3,17,M09,0.01,0.01,60,
NGC 7084,21,32,33,+,17,30,30,,16.0,765,0.1,9.18,-1.39,0.49,-6.76,0.44,102,D14,,,0,,,,0,
FSR 0317,21,32,37,+,53,45,48,IR,3.9,1934,0.833,8.8,-3.21,0.29,0.08,0.29,7,K12,,,0,,,,0,
FSR 0307,21,34,3,+,50,45,59,IR,1.2,1500,0.5,9.15,0.9,0.41,-1.15,0.02,35,D14,,,0,,,,0,
NGC 7093,21,34,21,+,45,57,54,,13.0,1785,0.61,8.95,-1.96,0.21,-3.57,0.16,385,D14,,,0,,-0.15,0.13,1,
FSR 0312,21,34,51,+,50,55,26,IR,2.0,2700,0.889,8.66,-3.19,0.62,-2.37,0.62,3,K12,,,0,,,,0,
FSR 0320,21,35,26,+,53,41,8,IR,1.5,4724,1.02,8.85,-1.28,0.89,0.35,0.89,29,D14,,,0,,,,0,
Kronberger 84,21,35,32,+,53,30,49,,2.2,1075,0.61,8.78,-3.86,0.93,0.5,0.93,3,K12,,,0,,,,0,
FSR 0324,21,36,9,+,53,48,53,IR,1.3,4499,0.66,9.0,-4.24,0.02,-1.34,0.02,24,D14,,,0,,,,0,
FSR 0326,21,38,2,+,53,49,10,IR,1.9,8435,1.77,8.7,-4.91,0.5,-3.02,0.5,5,K12,,,0,,,,0,
Trumpler 37,21,39,6,+,57,30,0,v,89.0,835,0.47,7.054,-1.58,0.52,-1.7,0.52,28,TYC,-19.06,2.42,8,D14,,,0,
ASCC 114,21,40,1,+,53,58,12,,19.2,550,0.26,7.75,-4.25,0.12,-4.52,0.06,653,D14,-22.0,4.9,1,D14,,,0,
FSR 0316,21,40,52,+,52,18,25,IR,1.0,1940,0.5,8.915,-5.84,0.27,1.09,1.71,15,D14,,,0,,,,0,
NGC 7129,21,42,59,+,66,6,48,,7.0,1070,0.97,8.08,-1.62,0.53,-3.08,0.49,19,D14,,,0,,,,0,4-2-p-n
FSR 0323,21,43,10,+,52,31,57,IR,2.1,6699,0.6,8.95,-6.61,0.51,-0.28,0.51,8,K12,,,0,,,,0,
Barkhatova 2,21,43,38,+,51,4,17,,5.0,1676,0.77,6.85,-0.53,0.48,-1.46,0.24,68,D14,,,0,,,,0,
NGC 7127,21,43,41,+,54,37,48,,5.0,1445,0.9,8.6,-4.05,0.28,-3.92,0.05,51,D14,,,0,,,,0,4-1-p-*
NGC 7128,21,43,57,+,53,42,54,,4.0,2307,1.018,7.254,-5.17,0.24,-4.84,0.05,107,D14,-48.0,5.0,0,BDM,,,0,
NGC 7142,21,45,9,+,65,46,30,,12.0,2100,0.35,9.55,-2.37,0.15,-1.7,0.05,232,D14,-44.12,3.62,12,K12,0.08,0.06,0,
Teutsch 74,21,45,44,+,58,5,3,,4.0,2650,1.05,9.05,1.13,0.36,-2.65,0.26,39,D14,,,0,,,,0,
FSR 0334,21,46,10,+,55,26,56,IR,1.0,2201,0.271,9.31,-4.03,0.02,-1.82,0.02,19,D14,,,0,,,,0,
FSR 0319,21,46,36,+,51,24,42,IR,2.4,1680,0.849,8.6,-4.01,0.33,-3.13,0.33,11,K12,,,0,,,,0,
FSR 0333,21,47,9,+,54,56,20,IR,1.5,6001,1.099,8.895,-1.15,0.18,-2.72,0.03,19,D14,,,0,,,,0,
FSR 0322,21,50,12,+,51,12,40,IR,3.8,1867,0.45,9.25,-0.25,0.5,-2.22,0.5,8,K12,,,0,,,,0,
FSR 0325,21,50,41,+,51,22,29,IR,1.8,1800,0.481,8.45,0.34,0.03,-2.62,0.02,44,D14,,,0,,,,0,
FSR 0336,21,50,51,+,55,14,47,IR,9.9,1116,0.5,9.1,-5.74,0.05,-7.21,0.1,109,D14,,,0,,,,0,
FSR 0338,21,51,44,+,55,19,46,IR,2.7,14655,2.082,8.1,-6.26,0.49,-4.22,0.49,3,K12,,,0,,,,0,
IC 5146,21,53,24,+,47,16,0,,20.0,852,0.593,6.0,-2.9,0.28,0.46,0.27,270,D14,-15.04,2.58,2,D14,,,0,
NGC 7160,21,53,40,+,62,36,12,,5.0,789,0.375,7.278,-3.11,0.01,-1.31,0.08,48,D14,-23.31,1.31,5,D14,0.16,0.03,0,
Berkeley 93,21,56,12,+,63,56,0,,2.0,5600,1.5,8.0,-0.96,0.64,-1.03,0.64,1,K12,,,0,,,,0,
ASCC 115,21,56,53,+,51,28,48,,19.2,600,0.15,8.59,0.27,0.08,-1.29,0.06,883,D14,-9.0,5.8,1,D14,,,0,
ASCC 116,21,58,34,+,54,29,24,,21.6,5000,0.51,7.03,-3.44,0.09,-4.05,0.08,857,D14,-30.6,3.7,1,K12,,,0,
NGC 7175,21,58,46,+,54,49,6,,32.0,1930,0.87,8.4,-2.86,0.07,-4.36,0.05,1723,D14,-26.82,4.82,2,D14,,,0,
NGC 7193,22,3,3,+,10,48,6,,13.0,1080,0.03,9.65,-1.07,0.72,-5.41,0.5,55,D14,,,0,,,,0,
ASCC 117,22,4,59,+,62,16,12,,42.0,1200,0.3,6.67,-1.36,0.4,-4.97,0.4,6,K12,-11.4,0.8,1,D14,,,0,
NGC 7209,22,5,7,+,46,29,0,,14.0,1168,0.168,8.617,0.04,0.13,-0.16,0.05,336,D14,-18.63,0.17,3,MMU,-0.12,,0,
FSR 0341,22,5,33,+,53,22,6,IR,1.5,6000,0.7,9.0,-5.15,0.02,-5.55,0.51,33,D14,,,0,,,,0,
Collinder 471,22,7,6,+,72,0,0,,130.0,2003,0.999,6.88,-2.22,0.07,-3.32,0.05,4573,D14,-10.94,2.01,1,D14,,,0,-2-p-*
FSR 0342,22,7,41,+,53,7,45,IR,8.1,2088,0.625,8.85,-4.3,0.19,-3.23,0.14,288,D14,,,0,,,,0,
